line_id,process_id,step_seq,ppid,eqp_id,eqp_chamber,lot_type,lot_id,root_lot_id,wafer_id,tkout_time,fab_value,metro_step_seq,item_id
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,P_2,A0040.1,A0034,14,2026-02-17 10:51:19,31.68178517756144,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_2,A0040.1,A0034,16,2026-02-17 10:56:27,29.63975697430059,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_2,A0040.1,A0048,14,2026-02-17 11:04:10,28.52843243620852,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_2,A0040.1,A0043,6,2026-02-17 11:15:42,25.178709027678977,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,P_2,A0040.1,A0053,15,2026-02-17 12:01:48,28.404241117844823,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_2,A0040.1,A0018,20,2026-02-17 12:06:46,32.02641572794243,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_2,A0040.1,A0013,20,2026-02-17 12:13:55,32.33002679040053,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_2,A0040.1,A0012,1,2026-02-17 12:30:51,28.549714857770272,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_2,A0040.1,A0051,16,2026-02-17 12:55:52,24.24653643061868,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_2,A0040.1,A0011,16,2026-02-17 13:15:04,25.38046076099474,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_2,A0040.1,A0040,8,2026-02-17 13:36:36,28.97173292684001,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_2,A0040.1,A0052,8,2026-02-17 13:57:51,27.68319413498693,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_2,A0040.1,A0018,4,2026-02-17 14:25:30,28.888568990126014,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,P_2,A0040.1,A0046,18,2026-02-17 14:27:22,27.89155408860032,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_2,A0040.1,A0003,11,2026-02-17 15:09:50,26.40982523231038,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_2,A0040.1,A0027,16,2026-02-17 16:03:51,25.56837279633565,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_2,A0040.1,A0041,3,2026-02-17 16:48:36,29.78698854610204,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_2,A0040.1,A0042,6,2026-02-17 16:54:07,24.681065197795995,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,P_3,A0041.1,A0047,17,2026-02-17 17:41:01,34.13372786406474,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0041.1,A0017,19,2026-02-17 18:20:22,28.058325695794807,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_3,A0041.1,A0030,14,2026-02-17 20:04:37,32.45416234212561,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0041.1,A0057,14,2026-02-17 20:21:03,29.41592017749852,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0041.1,A0039,13,2026-02-17 20:23:53,32.89532921818156,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_3,A0041.1,A0013,9,2026-02-17 20:35:03,29.287912061420588,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_3,A0041.1,A0002,3,2026-02-17 21:02:08,32.73818920815257,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0041.1,A0042,4,2026-02-17 21:09:39,28.847478479673708,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,P_3,A0041.1,A0056,25,2026-02-17 21:31:01,26.32768046245637,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,P_3,A0041.1,A0052,3,2026-02-17 22:08:15,32.77641365116022,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_3,A0041.1,A0058,7,2026-02-17 22:32:44,23.234574297241483,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_3,A0041.1,A0037,25,2026-02-17 22:34:45,23.029938596201504,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0041.1,A0008,22,2026-02-17 23:55:47,29.78905891946726,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0041.1,A0001,3,2026-02-18 00:37:53,28.21091069180532,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,P_3,A0041.1,A0053,7,2026-02-18 02:49:37,29.973686534245328,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0041.1,A0040,12,2026-02-18 02:51:40,24.77211614676296,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0041.1,A0008,24,2026-02-18 03:25:42,27.33675636119834,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_3,A0041.1,A0023,16,2026-02-18 04:00:34,29.435932212797564,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0041.1,A0004,9,2026-02-18 04:54:08,27.85999904474924,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,P_3,A0041.1,A0033,1,2026-02-18 05:02:13,28.48642332557838,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0041.1,A0039,21,2026-02-18 05:07:54,26.24657766684057,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0041.1,A0045,21,2026-02-18 05:16:28,29.977329337166744,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,P_3,A0041.1,A0049,16,2026-02-18 05:17:12,28.079632486507723,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_3,A0041.1,A0031,8,2026-02-18 05:32:28,26.682274792281166,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_1,A0042.1,A0033,19,2026-02-18 06:26:56,23.398975221267072,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_1,A0042.1,A0038,4,2026-02-18 06:48:40,21.394696388792312,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_1,A0042.1,A0055,22,2026-02-18 06:57:24,30.70538941879089,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_1,A0042.1,A0002,6,2026-02-18 07:09:41,31.632637644182942,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_1,A0042.1,A0001,13,2026-02-18 08:08:39,28.457126956640597,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_1,A0042.1,A0021,24,2026-02-18 08:09:52,26.059108854112683,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_1,A0042.1,A0019,18,2026-02-18 08:18:58,26.081083862410683,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,P_1,A0042.1,A0039,24,2026-02-18 08:47:19,21.416333963511896,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,P_1,A0042.1,A0051,21,2026-02-18 08:59:44,28.308603104425256,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,P_1,A0042.1,A0042,9,2026-02-18 09:13:36,24.46842088198195,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_1,A0042.1,A0005,22,2026-02-18 10:02:57,24.90372905324792,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_1,A0042.1,A0022,12,2026-02-18 10:55:22,30.0334095768238,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_1,A0042.1,A0048,3,2026-02-18 11:16:00,31.107596582980676,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,P_1,A0042.1,A0046,15,2026-02-18 11:53:23,25.75437539608062,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,P_1,A0042.1,A0012,19,2026-02-18 13:03:59,22.29657230436769,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_1,A0042.1,A0015,18,2026-02-18 13:29:02,25.989874827368148,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_3,A0043.1,A0039,2,2026-02-18 13:38:46,29.150785966370137,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_3,A0043.1,A0006,17,2026-02-18 13:39:42,24.98588037633704,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_3,A0043.1,A0033,14,2026-02-18 13:42:13,24.4837903366715,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,E_3,A0043.1,A0047,9,2026-02-18 13:54:27,25.857461070000998,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_3,A0043.1,A0016,20,2026-02-18 13:57:29,29.06282504354141,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,E_3,A0043.1,A0007,15,2026-02-18 15:36:40,23.4673269002356,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,E_3,A0043.1,A0054,11,2026-02-18 15:37:32,28.486730019738797,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,E_3,A0043.1,A0045,17,2026-02-18 15:37:37,23.91745257024312,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_3,A0043.1,A0046,14,2026-02-18 16:08:04,30.800670278588257,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_3,A0043.1,A0054,2,2026-02-18 16:50:40,29.420810017626174,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_3,A0043.1,A0023,8,2026-02-18 17:15:22,32.484998078099444,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,E_3,A0043.1,A0035,13,2026-02-18 18:44:15,28.729338739176537,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_3,A0043.1,A0046,22,2026-02-18 19:11:45,30.205232920496066,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,E_3,A0043.1,A0028,1,2026-02-18 20:12:30,28.367541008381917,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,E_3,A0043.1,A0044,10,2026-02-18 20:17:02,24.641988304020423,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_3,A0043.1,A0031,25,2026-02-18 20:35:33,30.000552736401684,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_3,A0043.1,A0031,10,2026-02-18 20:38:40,26.35234992126036,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,E_3,A0044.1,A0005,15,2026-02-18 20:47:01,27.94240308791525,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_3,A0044.1,A0053,18,2026-02-18 21:52:18,29.345195817152597,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_3,A0044.1,A0031,13,2026-02-18 23:06:39,29.70820560591664,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_3,A0044.1,A0005,2,2026-02-18 23:19:13,27.61290475339777,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,E_3,A0044.1,A0043,18,2026-02-19 00:24:57,27.575097503473163,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,E_3,A0044.1,A0006,2,2026-02-19 00:33:26,27.8381627892837,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_3,A0044.1,A0052,9,2026-02-19 01:51:19,30.93360701339629,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_3,A0044.1,A0037,19,2026-02-19 02:08:05,21.03951716246644,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_3,A0044.1,A0013,18,2026-02-19 02:55:16,26.026511773152883,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_3,A0044.1,A0047,25,2026-02-19 03:23:14,31.6014135678298,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_3,A0044.1,A0051,17,2026-02-19 03:32:34,33.73001699523046,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,E_3,A0044.1,A0034,20,2026-02-19 05:12:04,29.847259232128785,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_3,A0044.1,A0003,24,2026-02-19 05:18:00,22.441519129133987,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,E_3,A0044.1,A0024,5,2026-02-19 05:19:05,30.93305138426148,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_3,A0044.1,A0025,25,2026-02-19 05:43:07,26.38946992005541,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_3,A0044.1,A0055,16,2026-02-19 05:48:10,24.195815055727568,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,E_3,A0044.1,A0002,21,2026-02-19 05:50:19,26.499518568411265,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_3,A0044.1,A0041,19,2026-02-19 07:07:28,26.874741344865733,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_3,A0044.1,A0018,2,2026-02-19 08:41:39,27.28700289595891,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,E_3,A0044.1,A0036,21,2026-02-19 09:35:48,26.201796787840134,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,P_3,A0045.1,A0054,8,2026-02-19 09:41:23,28.95734511289866,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0045.1,A0041,8,2026-02-19 10:03:11,26.138884579179106,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0045.1,A0007,3,2026-02-19 10:32:19,24.66321531749648,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_3,A0045.1,A0026,22,2026-02-19 10:45:04,27.227322466009973,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_3,A0045.1,A0056,18,2026-02-19 11:20:00,26.88555088768329,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0045.1,A0050,13,2026-02-19 12:19:42,24.44025702431225,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_3,A0045.1,A0012,24,2026-02-19 13:55:12,27.55627924865575,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0045.1,A0040,15,2026-02-19 14:02:02,36.013157312222035,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_3,A0045.1,A0014,16,2026-02-19 14:45:57,28.7733045059229,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,P_3,A0045.1,A0044,23,2026-02-19 15:21:35,31.39514371786041,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH3,P_3,A0045.1,A0044,19,2026-02-19 15:35:47,27.68069563836924,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0045.1,A0040,18,2026-02-19 15:37:56,29.460603319060887,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0045.1,A0054,10,2026-02-19 15:46:14,30.729369272923652,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,P_3,A0045.1,A0039,4,2026-02-19 16:35:53,30.530765604540395,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,P_3,A0045.1,A0035,9,2026-02-19 16:37:55,27.15172496593723,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0045.1,A0002,9,2026-02-19 16:40:09,26.902520907011866,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH4,P_3,A0045.1,A0030,21,2026-02-19 16:51:56,29.12007486549785,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0045.1,A0050,6,2026-02-19 17:17:36,32.59087605491937,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_3,A0045.1,A0050,12,2026-02-19 17:50:31,26.28817334390877,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,P_3,A0045.1,A0039,6,2026-02-19 17:53:23,33.960624819950475,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,P_3,A0045.1,A0014,14,2026-02-19 18:17:16,31.323305557876267,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_3,A0045.1,A0054,3,2026-02-19 18:30:29,27.820764865557152,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,P_3,A0045.1,A0056,23,2026-02-19 18:32:33,28.73943068621616,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,E_2,A0046.1,A0008,9,2026-02-19 19:02:06,28.845601451424372,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,E_2,A0046.1,A0035,17,2026-02-19 19:17:13,28.287693501920742,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,E_2,A0046.1,A0030,17,2026-02-19 20:09:23,32.661013378363535,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,E_2,A0046.1,A0011,1,2026-02-19 20:50:26,27.05548200390739,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH3,E_2,A0046.1,A0019,23,2026-02-19 20:56:06,28.26974440426274,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_2,A0046.1,A0019,17,2026-02-19 22:15:37,26.92013671248717,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_2,A0046.1,A0005,21,2026-02-19 22:51:04,26.753956283333004,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_2,A0046.1,A0032,3,2026-02-19 22:55:19,29.614488860235763,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH4,E_2,A0046.1,A0036,4,2026-02-19 23:23:33,31.038099061428472,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,E_2,A0046.1,A0027,9,2026-02-19 23:44:12,27.529039590132985,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_2,A0046.1,A0019,20,2026-02-20 01:17:44,24.861219825529624,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,E_2,A0046.1,A0017,9,2026-02-20 01:36:48,28.50024817280521,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,E_2,A0046.1,A0050,19,2026-02-20 01:46:53,23.859164992691632,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH4,E_2,A0046.1,A0004,15,2026-02-20 01:54:56,30.62725125710394,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,E_2,A0046.1,A0041,25,2026-02-20 03:01:01,31.606749185261236,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH1,E_2,A0046.1,A0033,24,2026-02-20 04:10:45,24.441461042477115,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_1,A0047.1,A0017,7,2026-02-20 05:06:45,27.5423090207296,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_1,A0047.1,A0022,18,2026-02-20 05:31:13,28.848896268383704,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH2,P_1,A0047.1,A0025,4,2026-02-20 06:17:58,26.930558994212035,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_1,A0047.1,A0057,18,2026-02-20 06:29:55,30.862533095258424,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH3,P_1,A0047.1,A0026,11,2026-02-20 06:55:20,27.31085130553321,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH1,P_1,A0047.1,A0028,6,2026-02-20 07:56:49,26.158797199718897,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH4,P_1,A0047.1,A0026,3,2026-02-20 08:10:59,27.55386435617361,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH1,P_1,A0047.1,A0002,16,2026-02-20 08:44:12,29.900208918455405,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_1,A0047.1,A0022,3,2026-02-20 09:16:07,26.59572532561823,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH4,P_1,A0047.1,A0002,19,2026-02-20 09:20:46,29.281712931122925,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH1,P_1,A0047.1,A0045,16,2026-02-20 10:13:58,29.05024561965547,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0048.1,A0001,19,2026-02-20 10:25:45,24.80815967879081,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_2,EQP_2_CH3,P_3,A0048.1,A0027,24,2026-02-20 11:04:47,30.31696762720755,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH3,P_3,A0048.1,A0008,11,2026-02-20 11:05:05,27.692821477167023,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH2,P_3,A0048.1,A0020,22,2026-02-20 11:11:31,23.24581529712148,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_1,EQP_1_CH1,P_3,A0048.1,A0043,5,2026-02-20 13:08:55,23.331319286826517,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_4,EQP_4_CH2,P_3,A0048.1,A0058,4,2026-02-20 14:04:07,32.80203856784393,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_3,EQP_3_CH2,P_3,A0048.1,A0032,12,2026-02-20 14:20:43,26.06689988752246,MET_034,ITEM_Y
LINE_A,PRC_01,STP_012,PPID_BETA,EQP_5,EQP_5_CH2,P_3,A0048.1,A0031,17,2026-02-20 14:42:51,27.56959798181866,MET_034,ITEM_Y
